prompt_len,output_len,repeat_id,ttft_ms,total_latency_ms,decode_total_ms,tpot_ms,tokens_per_second,backend,ttft_method,success,error_msg,data_source
128,128,0,33.28967094421387,2935.871916823089,2902.5822458788753,22.854978314006893,43.59863223819006,vllm,offline_proxy,True,,measured
128,128,1,33.64229202270508,2935.24725176394,2901.604959741235,22.847283147568778,43.60791068727797,vllm,offline_proxy,True,,measured
128,128,2,34.11293029785156,2933.6864491924644,2899.573518894613,22.83128755035128,43.63111130544768,vllm,offline_proxy,True,,measured
128,128,3,31.250715255737305,2931.4758582040668,2900.2251429483294,22.836418448412044,43.664013006205565,vllm,offline_proxy,True,,measured
128,128,4,33.904314041137695,2933.749943971634,2899.845629930496,22.83343015693304,43.630167002821295,vllm,offline_proxy,True,,measured
128,256,0,31.813621520996094,5856.804166920483,5824.990545399487,22.843100178037204,43.70984460192481,vllm,offline_proxy,True,,measured
128,256,1,31.592369079589844,5856.54612723738,5824.95375815779,22.842955914344273,43.71177045962396,vllm,offline_proxy,True,,measured
128,256,2,34.967660903930664,5861.724852118641,5826.7571912147105,22.850028200842,43.67315192344319,vllm,offline_proxy,True,,measured
128,256,3,33.47039222717285,5862.235450185835,5828.7650579586625,22.857902188073187,43.66934801158229,vllm,offline_proxy,True,,measured
128,256,4,34.15346145629883,5863.708265591413,5829.554804135114,22.860999231902408,43.658379374400866,vllm,offline_proxy,True,,measured
128,512,0,33.10441970825195,11726.692004594952,11693.5875848867,22.883733042831114,43.661076781020554,vllm,offline_proxy,True,,measured
128,512,1,35.3238582611084,11731.892318930477,11696.568460669369,22.889566459235557,43.64172343909442,vllm,offline_proxy,True,,measured
128,512,2,34.854888916015625,11737.396549899131,11702.541660983115,22.90125569664015,43.62125773150265,vllm,offline_proxy,True,,measured
128,512,3,32.66119956970215,11738.608253654093,11705.94705408439,22.907919871006634,43.616754979502815,vllm,offline_proxy,True,,measured
128,512,4,34.49130058288574,11741.823797579855,11707.332496996969,22.91063110958311,43.60481036221392,vllm,offline_proxy,True,,measured
