workload_name,ratio_p,ratio_d,arrival_rate,kv_transfer_ms,num_requests,avg_ttft_ms,p95_ttft_ms,p99_ttft_ms,avg_tpot_ms,p95_tpot_ms,p99_tpot_ms,avg_total_latency_ms,p95_total_latency_ms,throughput_req_s,throughput_tok_s,goodput_req_s,prefill_util,decode_util,avg_prefill_queue_wait_ms,avg_decode_queue_wait_ms,data_source
mixed_70p30d,1,7,1.0,5.0,200,423.0037681246375,974.7356107072728,1202.1693127149786,23.335133099892026,23.886028854619887,23.886028854619887,4151.191336003618,11785.396154678245,0.9521547821972349,154.78228139398252,0.9473940082862488,0.3013199968323712,0.5071159459548927,75.57869242071945,25.963926249802824,simulated
mixed_70p30d,1,7,1.0,20.0,200,438.0037681246429,989.7356107072741,1217.169312714979,23.335133099892026,23.886028854619887,23.886028854619887,4166.191336003623,11800.396154678245,0.9520867921478191,154.77122893154947,0.94732635818708,0.30129848062318165,0.5070797345753254,75.57869242071945,25.9639262498029,simulated
mixed_70p30d,1,7,1.0,50.0,200,468.0037681246428,1019.7356107072685,1247.1693127149733,23.335133099892026,23.886028854619887,23.886028854619887,4196.191336003623,11830.396154678247,0.9519508411744206,154.74912874131383,0.9471910869685486,0.3012554574218706,0.5070073273283447,75.57869242071945,25.9639262498029,simulated
mixed_70p30d,1,7,2.0,0.0,200,3985.9075556613598,11109.997053585386,11972.983336952835,23.335133099892026,23.886028854619887,23.886028854619887,7714.095123540341,18250.934819445494,1.668338921447575,271.2051750705178,0.7340691254369329,0.5279644527603411,0.8885543465642107,247.57171303466401,3421.874693172579,simulated
mixed_70p30d,1,7,2.0,5.0,200,3990.90755566136,11114.997053585383,11977.983336952844,23.335133099892026,23.886028854619887,23.886028854619887,7719.095123540341,18255.93481944549,1.6682693404807702,271.193863988554,0.734038509811539,0.5279424330876059,0.8885172878648676,247.57171303466401,3421.8746931725805,simulated
mixed_70p30d,1,7,2.0,20.0,200,4005.90755566136,11129.997053585383,11992.983336952846,23.335133099892026,23.886028854619887,23.886028854619887,7734.095123540341,18270.93481944549,1.668060632399938,271.1599364029339,0.7256063750939731,0.5278763850884455,0.8884061303116856,247.57171303466401,3421.8746931725805,simulated
mixed_70p30d,1,7,2.0,50.0,200,4035.907555661359,11159.997053585384,12022.983336952831,23.335133099892026,23.886028854619887,23.886028854619887,7764.09512354034,18300.934819445494,1.6676433728610653,271.0921066922948,0.7170866503302581,0.527744338655153,0.888183898622342,247.57171303466401,3421.874693172579,simulated
mixed_70p30d,1,7,4.0,0.0,200,22655.08890589215,51664.177818705575,52600.14647796397,23.335133099892026,23.886028854619887,23.886028854619887,26383.27647377113,54168.04636065442,1.7709536251981615,287.88622131221314,0.1239667537638713,0.5604380198601453,0.9432067555362852,8263.917278378332,14074.7104780597,simulated
mixed_70p30d,1,7,4.0,5.0,200,22660.088905892153,51669.17781870557,52605.146477963965,23.335133099892026,23.886028854619887,23.886028854619887,26388.276473771133,54173.04636065442,1.7708752217508181,287.87347604781297,0.12396126552255728,0.5604132082150779,0.9431649979994761,8263.917278378332,14074.710478059704,simulated
mixed_70p30d,1,7,4.0,20.0,200,22675.088905892153,51684.17781870557,52620.146477963965,23.335133099892026,23.886028854619887,23.886028854619887,26403.276473771133,54188.04636065442,1.7706400530560733,287.8352470247953,0.12394480371392513,0.5603387864596233,0.9430397475703186,8263.917278378332,14074.7104780597,simulated
